avg_num_tags,views,video_id
4,2584334,SR1nlD_IFkg
26,2584290,2yDp41EpvdU
16,2584133,E16C5z677Qo
3,2583350,Z9YD-2xuwZQ
16,2582713,5R65skWdg7Y
10,2582472,An0B0vvqcmY
17,2581833,2femix89pTE
15,2581401,MDzI8BpXAyk
10,2580063,XT5D4Zx0RvQ
35,2578731,8P_IpNmRiqU
27,2578686,68EwAKRkVUA
19,2578595,eNcvblM8-_o
44,2578534,vpw_z9vBPAE
45,2578394,4OCcbUZuTUQ
4,2578355,_SB7h2kB6Eg
47,2576263,9y4IAdZ8srA
32,2576236,WOkeB4ZTjFM
33,2575839,VsDgo6vk64s
5,2575215,dSApuNHkVnA
4,2575086,iEuOnChpxm4
3,2574779,HpGEy53OMWk
17,2574751,kyB5DeUumCY
19,2574128,o_52hUjhBds
22,2573655,CX0XP3d0q2Q
13,2572454,jFXnLMgWpIA
26,2571807,kM-4va2nuYg
8.2,2571787,dPN9vJf92Fs
21,2570437,yyLxPpCi5Bk
30,2570380,eKv5CBr-kKo
32,2569874,TyZSBqQ813c
18,2569254,EsZjTPEwdZk
22,2568743,qn4XQ9WweRY
40,2568575,K0oSaCS0_98
9,2567302,8ftOLo48GMM
17,2567288,UsmIbVego1A
5,2566850,Q1QcLbkYFaM
2,2566049,a6fBD_XlSPE
35,2565870,QA3vkQrSUgs
35,2565856,uOJQbqwsfLg
9,2565451,wNyghCDDUXE
29,2565219,i41M0no6ff4
4,2564725,DyPpDTRfrXs
3,2564489,PQ5ky4X-o_k
27,2564433,C_uTkUGcHv4
3,2563416,83QH4ifjvzM
40,2563141,8xrvTbnEM50
12,2562859,buZLpot1PkY
3,2562722,qEV9qoup2mQ
11,2562678,eak2dTkR3Ck
23,2561386,5UtNl3sUD0o
12,2561297,1McSEGBcQ70
19,2561215,FCeqP91QUdI
30,2561039,wgNiGj1nGYE
26,2560470,xVu0_BvB2bA
14,2560462,NI-gn_ezBMo
14,2559852,vC5JnJD9KzY
29,2559479,8Z1hVuzU5ac
13,2559014,ZDYk_O2nV4c
9,2558812,NEXKM44x2xA
8,2558598,Cj6AUuRs1A4
5,2558477,AxZl2cFvjRs
27,2558423,AZV2QLy1AfA
5,2558093,dsmcJ5SxNuE
6,2558032,5Hs6samexb8
1,2557128,Chpu86FoLUc
1,2556848,DZPUuq98Odg
11,2555993,pHB0vnmuVQQ
17,2555459,Yu5y0N6ZtQo
9,2555327,fOzVySufe7g
9,2554933,BxRToTTo5XQ
9,2554816,xZHugtbjH00
8.23076923076923,2554727,VbjURh01yXo
24,2554723,l3KfbfkxJOU
29,2553090,vq3NyBt__PE
9,2552167,O-M1ITkiptg
17,2552164,HmZVrqi4Nw8
13,2552105,E-51Kc42hoQ
6,2551021,X5MUPfuaUok
11,2550675,XRNYsa7y35A
43,2550642,-5tJ7M607kU
22,2550156,3TWvMWxqoaU
17,2549781,E1FNkf3MLKY
37,2548210,O3zo77IbL5Q
19,2547563,lmSGPaIYi_4
17.571428571428573,2547510,aABFIzfg72A
33,2545848,Q00qh7Ab6Mk
19,2545822,xOy63dhQmUg
18,2545534,9VpJ5ci5zcw
18,2544686,iFonEHwC65Q
28,2544602,S4_cMv5UcYg
10,2544058,hCodxDpHxhE
30,2543991,Z5NoQg8LdDk
27,2543419,dK1CuXG7GMQ
23,2542060,iroFrKS07rQ
7,2542056,xkwc5TZmdIs
12,2541673,TwwTHrisisY
27,2540676,MUCN-JwUvbY
40,2539585,g3Ud6mHdhlQ
31,2537426,qNblIuFTHEc
25,2536446,Tb83rbm0IVI
21,2535519,Awg3cWuHfoc
9,2535250,DmKtsHmBMTc
38,2535102,w0HgHet0sxg
40,2535064,7cUeeTmyWds
1,2534160,5oMlesQ4c8I
3,2533481,61SvNp3ltNc
33,2533211,aGpvCFJKq_A
14,2532724,TjJZNdLSexU
7,2532536,JI9gF-lYxro
24,2532324,L_jxXmdGFSg
28,2532242,dJfE5U6gn9g
22,2532165,PXT_DPZLt5c
32,2532045,at-xZA5U1ps
26,2531945,5vNoHwgoIjw
1,2531668,6E_qaMRMpro
13,2529758,ItnGcZpyf8I
8,2529595,XeDBCgDSiB4
9,2529111,3YZDODuooaU
35.833333333333336,2528423,HuzlYAMwwJY
21,2527363,OM6JboeD1C8
42,2526816,h-aqTtywDDI
21,2526117,mZavtHhk508
7,2526081,AL7qrSfWGU8
25,2525739,xJu4v2kcsOk
17,2525197,-yHbZWfkBwU
18,2525137,W2CE8HkeosU
24,2524392,Wbzm7fGIJ-I
16,2524235,dnHbAmE44dY
40,2523734,sn_8XHzXWsM
42,2523718,HgzakeruICI
25,2523685,GXqTIbJwwDk
18,2523299,2IwhkJ0XzRE
5,2523222,QPBBLdI_tlY
28,2523124,NzlwQ7RzSPQ
8,2522820,NoFCyKTb4Bw
26,2522756,WgrUkWM_W1A
17,2522235,5JYp9eGC3Cc
9,2522132,qOgxE7NYQpY
3,2521817,Z8f15a5IpBk
16,2521754,b_rn7bwD8qQ
6,2521055,803suy4vR_A
28,2520987,pJJR4yaM8y0
20,2520923,JOHN4EnFqAU
9,2520744,jCr29oI727M
9,2519635,1N-oqpB4dL0
6,2519319,xktgoYaCR_Q
10,2518491,fqP3-F3B_Ss
20,2518379,LlwzVOTS8_I
26,2518149,aqrr3Dj_Jn8
5,2518058,5qrUb7a821c
3,2517214,qh1nDpR4TlI
22,2517132,uEZx2ih1e2s
16,2516571,0VwTqmTfymw
36,2515386,MzFjXA3HrrA
24,2515118,HDduzIB8HjU
9,2514569,U0fO8jXyRuY
15,2514520,L2gT8fbEq54
26,2514403,d748kQzHuRM
38,2514221,h2460MG7Tsk
4,2512670,wUbzVm0wBRw
27,2512158,Ez4Lwt5-ZM0
25,2511908,SPAAKVDDEUU
5,2511810,zNjHov_yrd0
4,2511219,e72bw_0b224
33,2511188,W4SNGzEdRXU
10,2510335,2-O6tUkabk8
3,2510065,gw8Ug0e3rY4
17,2509636,ZS4ZXBXhowY
35,2508761,yC8SPG2LwSA
4,2508647,AzmeWJRcnBY
21,2508363,Zad6v8ZHzdg
4,2508346,5nsul6Kjo2E
3,2507623,p-puY1jeZyc
4,2507611,0S0TS6D2WQ0
20,2507116,ooFL3_PKH_4
13,2506899,9FnG9lGLyEM
9,2506894,sqeDwQwNa9Q
49,2506789,1z4WRvOMZoE
11,2506759,kUKinGYoeDA
47,2506297,Fgo0V52o10U
19,2505955,BRhthZu0L94
12,2505920,YvGSK8mIlt8
7,2505537,D8KbXpk2J9Y
34,2504594,kGT73GcwhCU
31,2504202,vEA4gzG-ooo
28,2503234,q4CpcZjayh4
26,2502803,rYjmxcV1se4
4,2502022,k0sKWlEhVRk
27,2501098,x8FZXaBXJK0
20,2500995,zrDIThBuxSs
12,2500682,p6q54q2iam8
9,2500105,OcFpzr7-A-k
16.833333333333332,2499911,DXGelmwqfm4
12,2499185,ovSjW6wmjkw
9,2498574,KvLJ1HNVhqY
13.333333333333334,2498159,DAEK5GrLb_Y
2,2497540,bWTEmyTpBrQ
50,2497429,5wq8kkdDDts
4,2497232,GsT_NQZSMtA
35,2497189,3hyVyhstJ7I
16,2496717,_JrKvi-Rat4
44,2496565,t8N4L3MUE58
19,2496144,RN8uoBwRr1k
16,2495648,MjmywbEfzk0
2,2495337,AmefxPCNyFU
30,2494933,rJPCdUYJFSQ
11,2494342,gWdjDwYuejI
19,2494328,GPJ210kTrDw
15,2494294,JcQgUFxziyU
16,2494069,74NhLkjIeMs
27.5,2493952,15ma5rr122g
31,2493298,7qEmVvqjKiQ
20,2492740,WuNue3ENWxc
10,2492506,wJjt0h8aJuk
15,2492115,xlGnh-sFkdg
8,2491740,V61_GE28uF0
39,2490786,vlVeaz_l5Jg
12,2489488,nCkqzLNE9W8
13,2489371,S4ugBZmctKA
2,2489232,ssZ_8cqfBlE
20,2488800,1Z1bvTYKNUw
23,2488734,nH2ePndVEKo
19,2488066,sbcrJ7PDmFA
21,2487916,fLd8qkmdBd0
5,2487492,oQaHPZ4c1QE
63,2487180,q3eSaQaDDPE
34,2486744,Ca0N3PldRvA
30,2486165,ACnfRBjb2MI
21,2485478,XRr1kaXKBsU
16,2484767,DgPadvRzwwM
23,2484648,wi63uvjs6Uc
29,2484126,2ty2J0s2W0c
22,2484068,b6he-99lyKg
10,2483827,xO1_JJnh1vs
3,2483264,MJ9UGzlqxyk
25,2483119,epMkylI098o
23,2482592,InAi4kLKtGw
9,2482444,aHS-rwGYjwM
38,2482045,vGQQbulRUjY
9,2481639,WYueeB1XV9I
9,2481507,K2SnAT56poQ
31,2481268,RurHZGQtbmg
27,2481182,FsdRF3MveE8
13,2480660,aBo4D7MfOdI
23,2480549,jTeXTJHFpVE
2,2479003,l5Wo7OgqwaI
26,2478129,4eT8iVwayts
19,2477571,VG7arSAYvQI
6,2476853,kz7gHA2N6nQ
16,2476568,ab8OXLojLUA
29,2475751,kvC4iKq5jHU
4,2475750,AKOtgchxe-I
17,2474460,B6bJ_vTslyo
26,2473817,lRpBLAwIbeA
10,2473816,b9Rv048Ls8U
29,2473386,gQWvvzrup_Q
37,2473358,NA3z2_nFxtw
28,2473121,Qkj2_lqa3Ng
3,2471649,Wr4PGa1sHFQ
28,2470863,dHunn4TKYRU
23,2470855,-N0x_Tt7WVc
17.5,2470372,2dPogeNhEoQ
21,2469941,nQ8du5ysxTI
10,2469147,SZNum4A__Lk
12,2468885,XDKPNwC-5D4
20,2468735,I7wTe5SRRsw
12,2468720,kh5dN72GTQ8
34,2467849,1VN420bDjVY
15,2467330,j2IHH0wnHFw
29,2465659,g5jVO0H8TjY
4,2465179,wuAZW-gDD8g
7,2464961,AHxsIqkvaRs
29.25,2464814,KJvmdDBrXNU
35,2463952,ie7nolEDpCw
41,2463277,mpHlRC4evuk
24,2462136,zgEgXROTfK8
29,2461879,yeuDcNfogME
26,2461341,0ssucYoYtYE
9,2461187,lFgWzluCnEQ
19,2461155,PyUwWSrFy5E
31,2461106,ykqgoh2qgNQ
8,2460696,SdlKaGn0b5g
26,2460308,VronettmNRI
13,2459724,VMeXXMlyPT0
9,2458964,hwMF8xJEbJg
30,2458103,s3ok84NeMdU
3,2457682,FXH-QDAFHo8
2,2457628,s3L2rE39pCc
30,2456125,X20X781I_-I
22,2455920,s4y_kzpCthQ
19,2455652,xu0jf2LwafY
12,2455546,oWHEmg7f8Lw
10,2455030,qojvO0E0z_Y
9,2454995,iwXM8uoI0yw
12,2454904,bfNrXvzzXZA
22,2454664,_AD7tSwoWX4
18,2454305,wMnOo2zcjXA
22,2454284,lyJqXb8Nj-I
15,2453905,rxcKn0ZBPpY
3,2453782,esQyYGezS7c
46,2453339,UZMAIH7AdeQ
3,2453322,8IHqntr8FjY
27,2452943,cF0Pz2harMI
29,2452729,2BaoA5ozZzE
8,2451304,WS4qPq20aVo
19,2451233,dKD7Dj_71gc
14,2451139,pXezLv_5RaY
11,2450836,pWZ9ZVRQ0Nw
26,2450677,34PeOFhgi48
4,2450553,Ii5WVB01wVE
2,2450391,ENbuBA8FnZ0
21,2449484,Axg27gwEqCE
37,2449467,o_76lmF7F-A
10,2448496,JmUABxjbADA
50,2447904,VBZA_15mGGU
16,2447708,gFtZqhnXyGw
38,2447134,p0vxVY2HMEs
9,2447062,b7t3aYSSLgE
23,2445805,dRfTRN1F5Ys
26,2445778,zv9TpuZJKHM
34,2445583,2Z8L4Qed8F8
4,2445400,fgk2KxK4iAo
19,2445151,UMzKD73cs3c
21,2445022,JWvVdyCgg2Y
22,2444971,fxDmOwWigfw
4,2444555,cpjhZ7ulH6M
21,2443587,pRNpfRXPeLo
35,2443542,vZ9hAu_6Lls
10,2443192,2cruE3_WpiE
45,2443154,7VzDrqjhcXs
19,2443016,8N2QSM_s3Zo
22,2441638,Gla5AzlHnS4
9,2441350,JlazW6xJMEM
53,2440758,yawKKBlWTyY
17,2440523,pJBGk9Hed8o
19,2440493,aUlLLnsvwKE
18,2439164,rMsbqO3O9ck
25,2438868,dXeOBkKdiAg
43,2438100,oghoRsE1rDw
24,2437769,ANdAEztmFiA
34,2437626,8dAqV6pNaaU
33,2436904,WqwFKqXWTMM
32,2436727,YK0LkgDGSMg
7,2436272,2PBIFunhha4
18,2435520,dv1N8X9P5m4
35,2435296,cXlJEuuhYVU
27,2434633,BBE3Jau3UVY
48,2434619,tGHMnRt7uzA
6,2434502,iYJr9pZxSPM
17,2434290,AghCzRuIMN4
3,2434159,5d0en1ow_pQ
13,2432902,ymXnK6UX5zE
27,2432857,lH7J8HQ1YUI
27,2432593,YzXoH8Lsetc
19,2431783,MWPsyXFLiKc
3,2431379,h30C-ZV1TNY
6,2431169,3lfBDZaMqM4
31,2430960,hBmSS8fDmek
21,2430729,IxcxyGDD38E
36,2430369,BXsUDiGlBm8
31,2430026,DQz9QhbPcUs
27,2429404,g4tPO8tuP9E
12,2428860,pTn6Ewhb27k
18,2428624,qFZeZzcXoyg
30,2428606,IWm4c9u0O8c
16,2428311,x43XZudPuEQ
19,2428131,-7rntSmx1bU
13,2427787,9xRTFtw7qWk
16,2427556,k-jjWq0TFMc
3,2426571,t12x7k_oecc
20,2425674,bmrGJ_-wgM8
24,2425452,UizpW9-kzRo
38,2425188,lEN8no8poLY
25,2424834,1_4ELAxKrDc
12,2424433,M0dwbZccRIE
23,2423480,JJMvTyJgDvc
32,2423044,89hJPNSNlFM
10,2422844,-_JF_3PB4F0
20,2422789,cb1LWdUHxHs
9,2422320,58rSKVOxvDg
21,2421910,ZfIvrmiJfJ0
31,2421787,pkzQvXYa1ec
18,2421701,-vQgwUtcnaE
18,2421642,Tx_3vHBQoV8
13,2421135,v17J6GbtvKY
21,2420941,UrkPC81_QfU
12,2420591,glOYwS1G-vA
18,2420318,t4KdyXrvB3w
13,2420024,L-BN9Db5QhY
12,2419929,KOpyyjbrDYE
30,2419889,YkadyuliPSs
6,2419797,3lzuoTarQjs
11,2419567,hRuElucEbUE
9,2419544,-177nYc5pWk
13,2419481,o7SZN-djyRA
17,2418731,4SicaUhe9LM
27,2418533,wTyQY6mOxSI
10,2417654,ZteAovHJllk
12,2417202,Ds8zezvo1k8
19,2417147,wPahF6_kPJg
5,2417132,76-3t3g_Mig
9,2416698,z6JWNxibmqM
9,2416072,IMPr9XXGymA
23,2415377,cpAZjKTkPaY
15,2415145,Ea2plw9IDCo
20,2415112,Z7aMCp9RCbk
31,2414944,aPmw2HZvU3o
6,2414720,NDpwh0pCXDw
24,2414447,GKkrswCafEg
26,2414330,W9ft0gW6oW4
5,2413798,6piRLp7BV8o
9,2412471,TUp43xiLeyQ
49,2411885,A7OOovsPOdk
45,2411678,y4f3peVHrGo
6,2411489,_6hJG0_vKDc
23,2411098,dUuJDv4VdYA
12,2411008,aVAMeAyWfHo
26,2410784,3vbCXVQFsLg
26,2410216,se4snb8F9ZA
3,2410066,4Wrc4fHSCpw
15,2409349,auHhta37TDM
26,2408696,eyUs2JgrV9E
16,2407347,OiXEpminPms
31,2406953,msLojJrkXL8
2,2406708,taXDBwLOWg8
8,2406689,s3WFAONOFhs
33,2404973,FLlTdvFahrg
7,2404288,C7dbCrsf0l4
17,2403503,u2IzgstBNNA
18,2402261,geLDjFNgWFk
9,2401681,wUSKQ08A7UY
36,2401624,kmmNVLiC_nQ
15,2401531,EyURYSTf0rM
32,2401464,ec9uZSXqBfY
25,2401457,8igcwoOn7mM
15,2401430,w8lCIkoLXBk
16,2401267,jJX5CrTg0F4
1,2401188,UFug2Wf3DcU
4,2401044,HHbX4DLZVSQ
18,2400810,Dz8w_Hnjmdg
29,2400087,GeHh_NJEs-M
40,2399965,oPEDbmP-Lx4
22,2399219,HB4L4Uin9IA
5,2397236,8_BpBBd-oQY
9,2395442,CKg3FV5gwMc
19,2395009,dVqdlngJbMg
50,2394022,WaQMD3sYZiw
23,2393915,75DlnMlMgIQ
9,2393830,p3szeghJNA8
20,2393706,1Z1bvTYKNUw
1,2393141,LKmdhiSPw-E
14,2392823,M9Is4JRSs2M
19,2392781,DNLv8yCIvFw
10,2392750,Ir2Q2WSQXwM
37,2391698,TO6a_5e5M3U
7,2391235,PQLhTPEiYnM
2,2391118,A2g4u9F9i90
1,2390945,Wf-eFJOSW-4
14,2390771,lBFPpQubOiE
44,2390358,R9JpVPlOaR0
26,2390066,DlzONvs_RpI
30,2389972,LXbPRyvGBYM
26,2389092,dTdUqNE35S4
18,2388765,LtFcStS9g5Y
3,2388611,9W5hNKsSWlg
21,2388336,Fp2W_7ph4wY
13,2387498,OS-8KMtUmQ8
13,2387329,N3hvXUWOyrA
1,2387142,_LNfiuFtbZI
15,2387077,qcY9qy1SaL8
21,2386295,_Z_QjWdJ93A
9,2386051,bUIpeD0tA8g
39,2385924,_783o1ZJzEU
1,2385634,OsXH5n1EftY
1,2385622,QhVTY6xDFmo
21,2385479,BJi6QKO8-A0
10,2385427,1mPmCDS66Qc
33,2385150,ew8g4Iu7GGk
32,2384836,pkf1t2trKyg
1,2384411,HYQqER-rL3c
23,2383340,yc8a-cacrLM
32,2383299,z5TVUcGIOfc
19,2383243,2RzcpdYAQGc
29,2381933,7Azv0G85lh8
11,2381381,V4CyAHmn1nA
16,2381119,UCSCQOtdimk
15,2381071,7RwGGlh6om4
30,2381058,CdGKfBir7bI
34,2379799,1VN420bDjVY
1,2379283,8-Cz_uG2OUM
28,2377843,AsqS4E_YpNY
20,2377715,1zMIaVB0Ya0
38,2377407,5HYlXUbnAJY
2,2376681,CwABJGzifao
32,2376430,pf9M8Ckomo0
12,2376352,vBAQ0fdn3sc
32,2376181,ylZq4w90L8U
26.8,2375782,gvn1lTv3OwE
16,2375357,Eke1gXD55sw
9,2375131,gO0bJlXEG5w
7,2374698,HkqG2kcsMW0
14,2373972,CbUM27qw6a8
15,2373306,HCJXgt8fPlg
16,2373147,MERiWVq4JGE
38,2373080,Zw6w3skoiOo
23,2372631,0Fp_L5kwDec
19,2372108,fsjvwQclGLo
8,2371413,0BYobDZutZY
1,2371129,XiOn8wQmiAk
18,2370650,Q4P9wJApo38
20,2370330,3menRFvxja0
3,2370020,PduUwypyS2M
14,2369852,1NjSuxqVjuw
19,2369159,Iz9uuduIvhA
20,2369124,9IQ-Zj8W20s
31,2369080,AAp-2L682Jg
15,2367844,2dTMIH5gCHg
21,2367487,lqduBFJQTpg
4,2367202,nQEnj84irFc
5,2367115,uG5xcr1tphM
19,2366368,zIADYkHIFDI
26,2366271,VY_equ7zL0s
18,2365903,x2eiJIedFSA
12,2365726,d5jOG6UV5rU
21,2365707,jVbC-gXLrDU
6,2365272,HAr7yUlM0Po
12,2365218,Piteu5gyKq0
30,2364958,FOeTTy3y8KU
7,2364519,xVuQNHazJdk
20,2364213,Ar_qqRShHHU
16,2364102,rNOLYPgLt_g
22,2363870,qwHxlQ46WDw
42,2363316,jS6ufVxswtc
21,2362814,JnCQidXLq_s
6,2361578,NNGd3uANaes
26,2361449,8QOat2-lyy8
15,2361209,veJNTfp4Ie8
4,2361072,cpjhZ7ulH6M
33,2360381,VIUo6yapDbc
12,2360041,kdwE6e6NI40
21,2359010,kAvu5pRfb7Q
7,2358589,IevJppVA7K0
23.8,2358405,fCeUvPL9rMc
12,2357906,Uctc1eypqsw
39,2357827,lyoIryqJ08A
26,2357506,o5SQIECedTY
6,2357435,bpmGuPhGE0Y
24,2357383,UwJAAy7tPhE
11,2357207,0KAlqthD6Gc
24,2356263,PwbgLteVwvs
23,2356039,D97bOXJRZxA
7,2355674,IwP3tgUtc6g
25,2355440,lkBI8fNStMM
3,2354943,7yyjFudHYuw
27,2354792,tg55yBFBl2s
2,2354193,zYDJ-zt85UE
10,2354186,bJ1kZbEBSXs
30,2354169,r-UrVJuO8Gk
34,2354090,XfX1VtwW9L4
30,2353939,PofqpWL0Eic
27,2353784,qaoEyTZpv18
26,2353457,PwQmPLjnSPo
21,2352573,04KxKOCZGLo
40,2352466,7Us8G9QdXtw
9,2352365,YIlhmtpDjmo
19,2352345,HEcK757VL24
24,2352158,HkDfIclJoHA
19,2351810,Kpj0vfNjfPg
24,2351577,FNBJH6ENvKM
21,2351427,JRYEF_y_t_U
4,2351408,BsjJ5AAKGP0
1,2350914,xMZaObIQps8
26,2350801,mPU0WNUzsBo
28,2350625,BGERSL0SAsE
8,2350611,-VgDSr5ExUg
24,2350526,hIHW5AI35SQ
8,2349153,JQ2vKqAQQVo
14,2347875,hOlEYcd1nyI
2,2347387,pTjx3CxlYu4
21,2347014,uCDE-S1AjuQ
9,2346957,AivQBXds-r0
32,2346925,aK5AnViPkJ0
11,2346376,dTtnb9Q1vSU
24,2346250,c1qlo4natGE
19,2345887,al73_e5SylU
13,2345755,RXvzM9PPEAc
32,2345223,UOgWknnvOoI
16,2344828,ztPyKk_IjIc
18,2344653,H9gvXk2jzfU
2,2343837,MhbRw04ZBx8
7,2343820,gElfIo6uw4g
12.666666666666666,2342611,DNwDWXTDukY
23,2342509,05tuika_LKo
9,2342213,zsgPb-a8x4c
4,2341680,6txpoWHhXA8
51,2341163,5aYZcYb9VDg
26,2339600,vdnfGR2Q8yg
19,2339574,Y1aoaspycxE
3,2339249,_5SpM-QcccU
17,2339109,TY3IAqm-gpE
7,2338444,wkH0H_dMreo
10,2338409,YZDFAmaaa6E
6,2338358,oQkei1yNTsM
31,2338314,gvE4oAZBx6s
29,2338256,2sl9svFtjQ8
9,2337456,TVs1171vp0c
3,2337284,fFCoz9x8f3M
12,2337179,Axmg1E4HrVE
3,2336930,3A4yk-P5ukY
5,2336645,BXd62mMu1UY
4,2336028,Kri06gbtViU
27,2335229,aSBoOmcG7z0
21,2334842,ItCKu_WlejA
22,2334625,xyviGKwPntA
29,2334091,fB02IQUdoc8
20,2332800,69DZ8Dsm2vA
11,2332671,v_9jZ8R9VRA
34,2332402,zUmlXS-xINo
36,2332332,HdMPTgYi-0w
42,2332055,UO7QtLg7nwg
27,2331968,PooUlE4gep8
29,2331464,C5VsSb5rLVM
5,2331321,TLs_KS-l-mc
30,2331033,jwwa7qzonoY
15,2331016,BfzXLjK6Pno
5,2331005,LxK0v3V4udk
44,2330342,vXCiQBwC_LY
3,2330161,Ym2pD6lq8sw
3,2329910,q-la_2J9gmg
14,2329367,OnBRQNDozyQ
6,2328005,UACnznS3VkY
21,2327356,9cMPFEEuh0g
1,2327278,Hzfw-EX2XvQ
32,2327232,iYKXdt0LRs8
49,2326470,tM54zvPiipM
20,2326243,4_66yI34IOo
16,2323927,hxf-fIubkMs
17,2323745,NaXlTHMAhYA
9,2323061,suVfb1WmgdY
22,2322925,VGxYNt8uTXo
4,2322722,7M2Gps9xR8g
9,2322498,8V-d72RgLDk
33,2322173,8yNkBic7GfI
17,2321847,EbQds8QTtzY
65,2321764,zCmnFhu0mVQ
3,2321736,zChZqun-oOs
12,2321470,d9Zg_I5a96Y
16,2321400,yqIljeRcN5w
18,2320861,Et6RbSRQsps
42,2319969,FyPuPMgFI50
25,2319859,1OAIh8kv3ts
33,2319566,OyREzWcCPDo
8,2319210,GrnVgRHA_Ec
30,2319182,lUCEAPc1Ub8
28,2318312,4lDg8OtgvVU
11,2317981,qe5cPuVxpy0
40,2317471,uQSokD4kD4Q
6,2317379,LBLGmJnc5WA
10,2317292,4qqRhyxWjpU
16,2317026,OFMUvKu-bZs
34,2317021,nY3O_gIjCP8
25,2316691,xVaToJSLA2Y
28,2316205,OPIUMpiV0IY
13,2315893,JnnXLixux3g
20,2315862,mMktQtQ_mWI
30,2315373,AikVajk3uew
14,2314444,4uiABtFyGPY
20,2314331,QHWsyJHo6Xo
31,2314206,PmOItT3TtTE
9,2314160,RejLbM2VAQw
9,2313620,aDdqgjjtYC4
28,2313477,4g5Q-0vIb-U
3,2313420,YkZvwVf7F9k
11,2313160,FcUbVjnl2Js
12,2312706,3grDht7-kK0
4,2312673,cCgUH5QiRvg
30,2312407,2oZQvTEnPGo
41,2311931,-QFcqlXQVJ4
4,2311915,bPw1KicdUzY
11,2311580,YodHqxovMAU
28,2311554,k4d0laRb7_Q
30,2310505,-TovRjgudXs
52,2309046,QQ4bACppzfM
7,2308915,rPWSMyGx6OI
5,2308532,SKQ5r3AoXKs
35,2308000,zB2cjV9Kiao
11,2307379,9FaFMHqpKGY
5,2307267,TMlwH1Up6uM
3,2307198,0QOeNi4C8Uk
23,2306476,ZA-2XsaTj8g
10,2306428,9LKAPGd1vcc
29,2306411,w3HKcG5WSi8
11,2306171,z6ep308goxQ
21,2305965,lTLN9raIwfQ
18,2305702,smr_bx7mn0o
21,2305322,R8kden3cff0
19,2305162,n-O7OuliQRY
31,2304780,mXMzT-D3SJo
20,2304601,zNBjHiqHspE
16,2304175,ZIFhglHn3W0
26,2304120,-A3NNl0rdWs
5,2304093,pKfS3CaFTVg
15,2303876,jKh1PtUmgIE
6,2303586,JOrKT1RLLD4
14,2303322,Oxkuo8Sq72E
41,2303195,zfQSruGcp9c
15,2303078,tGkfK0ASTO8
36,2302377,dfgdlf0OrrQ
14,2302329,9gfDCXq6llQ
42,2301739,jgGg9DKg1Z0
5,2301056,sFfbh98oP-Y
2,2300949,i8CJ1KcXzF4
4,2300801,XBNUuGVFisU
30,2300147,vRR0NzkVUq4
17,2299580,mxnGGyH2_Is
8,2299480,ISdCh_kYJbY
23,2299285,z81VQBtWnYU
6,2299111,nxnZe6wjjqU
35,2298073,1HDK8yNklpM
21,2297572,KYOsPUantFM
19,2297463,xCrxONw_rQQ
24,2297267,AeC7zJ8DEWw
2,2296759,vyXUaNhqpqE
10,2296675,0zmpuehm3UA
15,2296659,vY_G6KsULU4
14,2295912,g3pLnWPc74o
28,2295746,kYpiK3W-g_0
9,2295380,0ng08auig20
27,2294915,PbrLG5ZEV8s
12,2294607,Q_TvbTdH32A
6,2294302,QSYMSOX_HYs
33,2294245,FI0XJT2PS00
8,2293652,OLTOOUOwi04
15,2293455,AcVnFrxjPjI
18,2293136,Uy4_C6Ev8S8
34,2292813,DVmYTmUCjZo
3,2292749,Bi8GyibJCxo
10,2292231,YkxZwflkkAY
42,2291841,Ya3YkK0tkUU
26,2291404,s5SqsNPWYA4
27,2291332,rmqEQP-4Uo8
30,2290672,IRm_sSERdYo
30,2290660,N6tv11_KMiM
39,2290435,4kv3qPGtSZM
29,2290402,sz1ovZUA4nQ
4,2290077,bRUXDIALBKE
24.5,2289968,tZ9Bvy8uurA
10,2289872,qa66sMRh2MU
16,2289220,UMXdkwM9AQ0
33,2288630,clC1SxA65PU
29,2287990,J8B0jNEn6mc
1,2287846,iYzFC6dugQk
26,2287606,JfGnwcf5Lt0
3,2287018,qlbBVSpVhjM
24,2286446,s4ovhffiitU
11,2286213,1HxLUV_6r48
25,2285776,9kMICkmW8r8
7,2285072,P-UeChdsoWA
9,2284391,PqEVGdz_ZRo
30,2284008,-LTCxG4UMEs
10,2283772,XrRcfaWutLQ
21,2283346,AhSl7uRrObw
9,2282907,aqE5KwJcUq4
26,2282853,D_IAXFIi31M
23,2282843,ExwtgMtovyY
20,2282484,9Suva-zEr5o
13,2282219,ZAk32wCK18g
29,2281820,4k8alA_OLC0
17,2280970,Mbi8WRBrmRo
22,2280926,6bnqFwAf7HM
6,2280845,ECXVLRk-RmI
32,2280728,aNabRnlnY1I
18,2280544,Y0kyvUNKkoU
25,2280011,iQ190Bf-6J0
6,2279240,2JhBO6UuHjo
32,2279115,0uksL8wOn2k
24,2278649,fLlOnvST_p4
33,2278407,fiWxNzG5rOw
3,2277934,3A4yk-P5ukY
31,2277566,h3J8bIRtin8
3,2277300,5L8O1jIzAlM
13,2277264,YbciBJ3IUPs
18,2276671,4YEEDqke-D0
2,2276470,jNPRdnxQFww
8,2276462,qxI-Ob8lpLE
6,2276399,lKf7kxTMulo
8,2276345,mhTmOdYysSc
26,2274659,F2MWJz--Aug
20,2274609,KZPBTTnqnA8
